False,D,M,NY,New York,5,H,1942-11-19,1983,A000022,N00001143,H4NY07011,Ackerman_Gary_L._None_None,202-225-2601,http://ackerman.house.gov/,http://www.house.gov/writerep,repgaryackerman,RepAckerman,RepAcherman
False,R,F,FL,Florida,24,H,1956-12-14,2011,A000366,N00030926,H0FL24049,Adams_Sandy_None_None_None,202-225-2706,http://adams.house.gov/,None,RepSandyAdams,RepSandyAdams,172898846062893
True,R,M,AL,Alabama,4,H,1965-07-22,1997,A000055,N00003028,H6AL04098,Aderholt_Robert_B._None_None,202-225-4876,https://aderholt.house.gov,http://aderholt.house.gov/email-me2/,Robert_Aderholt,RobertAderholt,19787529402
False,R,M,MO,Missouri,2,H,1947-07-05,2001,A000358,N00009677,H0MO02148,Akin_W._Todd_None_None,202-225-2561,http://akin.house.gov,http://akin.house.gov/email.shtml,ToddAkin,RepToddAkin,CongressmanToddAkin
False,R,M,LA,Louisiana,5,H,1946-12-05,2003,A000361,N00025464,H2LA05084,Alexander_Rodney_M._None_None,202-225-8490,http://alexander.house.gov,https://alexander.house.gov/email-me,USRepAlexander,RepRodneyMAlexander,20002702544
False,D,M,PA,Pennsylvania,4,H,1968-03-07,2007,A000362,N00027664,H6PA04110,Altmire_Jason_None_None_None,202-225-2565,http://altmire.house.gov,https://forms.house.gov/altmire/webforms/issue_subscribe.htm,RepJasonAltmire,congressmanaltmire,1258677943
True,R,M,MI,Michigan,3,H,1980-04-18,2011,A000367,N00031938,H0MI03126,Amash_Justin_None_None_None,202-225-3831,http://amash.house.gov,https://amash.house.gov/contact-me/email-me,None,repjustinamash,173604349345646
True,R,M,NV,Nevada,2,H,1958-06-12,2011,A000369,N00031177,H2NV02395_H1NV02017_S0NV00237,Amodei_Mark_E._None_None,202-225-6155,http://amodei.house.gov,https://amodei.house.gov/contact-us,MarkAmodeiNV2,markamodeinv2,307227745970624
False,D,M,NJ,New Jersey,1,H,1957-08-04,1990,A000210,N00000826,H0NJ01066_S8NJ00392,Andrews_Robert_E._None_Rob,202-225-6501,http://andrews.house.gov,http://andrews.house.gov/contact-me/email-me,None,None,None
False,R,M,OH,Ohio,7,H,1958-10-12,2009,A000365,N00029412,H8OH07065,Austria_Steve_None_None_None,202-225-4324,http://austria.house.gov,https://forms.house.gov/austria/contact-form.shtml,SteveAustria,CongressmanAustria,186083068071784
False,D,M,CA,California,43,H,1947-01-23,1999,B001234,N00007089,H6CA42099,Baca_Joe_None_None_None,202-225-6161,http://www.house.gov/baca,http://www.house.gov/baca/zipauth.shtml,RepJoeBaca,RepJoeBaca,BacaCA43
False,R,F,MN,Minnesota,6,H,1956-04-06,2007,B001256,N00027493,H6MN06074_P20002978,Bachmann_Michele_Marie_None_None,202-225-2331,http://bachmann.house.gov,https://bachmann.house.gov/contact/email-michele,MicheleBachmann,RepMicheleBachmann,7658849357
False,R,M,AL,Alabama,6,H,1947-12-28,1993,B000013,N00008091,H2AL06035,Bachus_Spencer_Thomas_III_None,202-225-4921,http://bachus.house.gov,https://bachus.house.gov/email-me,BachusAL06,congressmanbachus,6769692966
True,D,F,WI,Wisconsin,j,S,1962-02-11,1999,B001230,N00004367,H8WI00018_S2WI00219,Baldwin_Tammy_None_None_None,202-224-5653,http://www.baldwin.senate.gov,http://www.baldwin.senate.gov/contact,SenatorBaldwin,witammybaldwin,7357041101
False,D,M,AZ,Arizona,2,H,1945-08-25,2012,B001279,N00033981,H2AZ08094,Barber_Ron_None_None_None,202-225-2542,http://barber.house.gov,https://barber.house.gov/contact/email-me,RepRonBarber,RepRonBarber,244907165625305
True,R,M,PA,Pennsylvania,11,H,1956-01-28,2011,B001269,N00025495,H2PA11098,Barletta_Lou_None_None_None,202-225-6511,http://barletta.house.gov,https://barletta.house.gov/contact/email-me,RepLouBarletta,reploubarletta,192357174108435
False,D,M,GA,Georgia,12,H,1955-10-31,2005,B001252,N00026080,H4GA12010,Barrow_John_None_None_None,202-225-2823,http://barrow.house.gov,http://barrowforms.house.gov/contact/,RepJohnBarrow,RepJohnBarrow,285483767395
False,R,M,MD,Maryland,6,H,1926-06-03,1993,B000208,N00002017,H2MD06054,Bartlett_Roscoe_G._None_None,202-225-2721,http://bartlett.house.gov,http://www.bartlett.house.gov/Email_Roscoe/,None,RepRoscoeBartlett,roscoebartlett
True,R,M,TX,Texas,6,H,1949-09-15,1985,B000213,N00005656,H4TX06117_S4TX00094,Barton_Joe_Linus_None_None,202-225-2002,http://joebarton.house.gov,https://joebarton.house.gov/contact1/,RepJoeBarton,repjoebarton,15617630596
False,R,M,NH,New Hampshire,2,H,1952-01-08,1995,B000220,N00000423,H0NH02017,Bass_Charles_F._None_Charlie,202-225-5206,http://bass.house.gov/,None,RepCharlesBass,RepCharlesBass,120969677973134
True,D,F,CA,California,37,H,1953-10-03,2011,B001270,N00031877,H0CA33117,Bass_Karen_None_None_None,202-225-7084,http://bass.house.gov,https://bass.house.gov/contact-me/email-me,RepKarenBass,RepKarenBass,190867440939405
True,D,M,CA,California,34,H,1958-01-26,1993,B000287,N00009774,H2CA30143,Becerra_Xavier_None_None_None,202-225-6235,http://becerra.house.gov,http://becerraforms.house.gov/forms/writeyourrep/,RepBecerra,XavierBecerra,90311772229
True,R,M,MI,Michigan,1,H,1952-04-20,2011,B001271,N00031934,H0MI01088,Benishek_Dan_None_None_None,202-225-4735,http://benishek.house.gov,https://benishek.house.gov/contact-me/email-me,CongressmanDan,None,124163654317596
False,R,M,ND,North Dakota,0,H,1959-08-16,2011,B001272,N00031629,H0ND00135,Berg_Rick_None_None_None,202-225-2611,http://berg.house.gov/,None,RepRickBerg,reprickberg,RepRickBerg
False,D,F,NV,Nevada,1,H,1951-01-20,1999,B001231,N00009818,H8NV01071,Berkley_Shelley_None_None_None,202-225-5965,http://berkley.house.gov,http://berkley.house.gov/contact/email.html,repberkley,ShelleyBerkley,shelleyberkley
False,D,M,CA,California,28,H,1941-04-15,1983,B000410,N00008094,H2CA26026,Berman_Howard_L._None_None,202-225-4695,http://www.house.gov/berman,http://www.house.gov/berman/contact/,RepHowardBerman,RepHowardBerman,RepHowardBerman
False,R,F,IL,Illinois,13,H,1937-08-15,1999,B001232,N00004762,H8IL13069,Biggert_Judy_None_None_None,202-225-3515,http://judybiggert.house.gov,http://judybiggert.house.gov/ContactJudy.aspx,JudyBiggert,JudyBiggert,JudyBiggert
False,R,M,CA,California,50,H,1951-01-28,1995,B000461,N00006981,H4CA49032,Bilbray_Brian_P._None_None,202-225-0508,http://www.house.gov/bilbray,http://www.house.gov/bilbray/contact.shtml,BilbrayCA50,CongressmanBilbray,CongressmanBilbray
True,R,M,FL,Florida,12,H,1963-02-08,2007,B001257,N00027462,H6FL09070,Bilirakis_Gus_M._None_None,202-225-5755,https://bilirakis.house.gov,https://bilirakis.house.gov/email-congressman-bilirakis/,RepGusBilirakis,RepGusBilirakis,135445766485586
True,R,M,UT,Utah,1,H,1951-07-13,2003,B001250,N00025292,H2UT01094,Bishop_Rob_None_None_None,202-225-0453,http://robbishop.house.gov,https://robbishop.house.gov/contact/contactform.htm,RepRobBishop,CongressmanBishop,RepRobBishop
True,D,M,GA,Georgia,2,H,1947-02-04,1993,B000490,N00002674,H2GA02031,Bishop_Sanford_D._Jr._None,202-225-3631,http://bishop.house.gov,http://bishop.house.gov/contact,SanfordBishop,RepSanfordBishop,366739521606
False,D,M,NY,New York,1,H,1950-06-01,2003,B001242,N00025413,H2NY01067,Bishop_Timothy_H._None_None,202-225-3826,http://timbishop.house.gov,https://timbishop.house.gov/email-me,TimBishopNY,timbishop01,7940339401
True,R,F,TN,Tennessee,6,H,1951-01-16,2011,B001273,N00031539,H0TN06257,Black_Diane_None_None_None,202-225-4231,http://black.house.gov,https://black.house.gov/contact-me/email-me,RepDianeBlack,RepDianeBlack,186436274719648
True,R,F,TN,Tennessee,7,H,1952-06-06,2003,B001243,N00003105,H2TN06030,Blackburn_Marsha_W._None_None,202-225-2811,http://blackburn.house.gov,https://blackburn.house.gov/contactform/email.htm,MarshaBlackburn,RepMarshaBlackburn,6470828395
True,D,M,OR,Oregon,3,H,1948-08-16,1996,B000574,N00007727,H6OR03064,Blumenauer_Earl_None_None_None,202-225-4811,http://blumenauer.house.gov,https://forms.house.gov/blumenauer/webforms/issue_subscribe.html,BlumenauerMedia,RepBlumenauer,None
False,R,M,OH,Ohio,8,H,1949-11-17,1991,B000589,N00003675,H0OH08029,Boehner_John_A._None_None,202-225-6205,http://johnboehner.house.gov,http://boehner.house.gov/contact/,SpeakerBoehner,johnboehner,175082565865743
True,D,F,OR,Oregon,1,H,1954-10-14,2012,B001278,N00033474,H2OR01133,Bonamici_Suzanne_None_None_None,202-225-0855,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,RepBonamici,RepSuzanneBonamici,252633384817156
False,R,M,AL,Alabama,1,H,1959-11-19,2003,B001244,N00025330,H2AL01077,Bonner_Jo_None_None_None,202-225-4931,http://bonner.house.gov,https://forms.house.gov/bonner/webforms/issue_subscribe.html,RepJoBonner,JoBonner,49704847429
True,D,F,GU,Guam,0,H,1933-05-31,2003,B001245,N00024866,H2GU00033,Bordallo_Madeleine_Z._None_None,202-225-1188,http://bordallo.house.gov,https://bordallo.house.gov/contact-me,None,None,161729837225622
False,D,M,OK,Oklahoma,2,H,1973-08-02,2005,B001254,N00026481,H4OK02089,Boren_Dan_None_None_None,202-225-2701,http://www.house.gov/boren,http://www.house.gov/boren/emailsignup.shtml,None,CongressmanBoren,None
False,D,M,IA,Iowa,3,H,1934-01-10,1997,B000652,N00004208,H6IA03144,Boswell_Leonard_L._None_None,202-225-3806,http://boswell.house.gov,http://boswell.house.gov/messageform.htm,LeonardBoswell,RepLeonardBoswell,leonard.boswell
True,R,M,LA,Louisiana,3,H,1956-02-21,2005,B001255,N00026595,H4LA07029,Boustany_Charles_W._Jr._None,202-225-2031,http://boustany.house.gov,https://boustanyforms.house.gov/contact-me/,RepBoustany,boustanyla07,197407646951718
True,R,M,TX,Texas,8,H,1955-04-11,1997,B000755,N00005883,H6TX08100,Brady_Kevin_P._None_None,202-225-4901,http://kevinbrady.house.gov,https://kevinbrady.house.gov/contact-form,RepKevinBrady,KBrady8,9307301412
True,D,M,PA,Pennsylvania,1,H,1945-04-07,1998,B001227,N00001619,H8PA01153,Brady_Robert_Alan_None_None,202-225-4731,http://brady.house.gov,https://brady.house.gov/contact-me/email-me,RepBrady,BradyPA01,118845109487
False,D,M,IA,Iowa,1,H,1957-10-30,2007,B001259,N00027464,H6IA01098_S4IA00087,Braley_Bruce_L._None_None,202-225-2911,http://braley.house.gov,http://braley.house.gov/contact,BruceBraley,repbrucebraley,178887452188843
True,R,M,AL,Alabama,5,H,1954-04-29,2011,B001274,N00030910,H0AL05163,Brooks_Mo_None_None_None,202-225-4801,http://brooks.house.gov,https://brooks.house.gov/email-me,RepMoBrooks,RepMoBrooks,155220881193244
False,R,M,GA,Georgia,10,H,1946-05-14,2007,B001262,N00028986,H8GA10049_S6GA00101_H0GA03017,Broun_Paul_C._Jr._None,202-225-4101,http://broun.house.gov,https://broun.house.gov/forms/writeyourrep/,RepPaulBrounMD,RepPaulBroun,123908980957273
True,D,F,FL,Florida,5,H,1946-11-11,1993,B000911,N00002713,H2FL03056_S0FL00403,Brown_Corrine_None_None_None,202-225-0123,https://corrinebrown.house.gov,https://forms.house.gov/corrinebrown/webforms/contact-me.shtml,RepCorrineBrown,CongresswomanBrown,179120958813519
True,R,M,FL,Florida,16,H,1951-05-08,2007,B001260,N00027626,H6FL13148,Buchanan_Vern_None_None_None,202-225-5015,https://buchanan.house.gov,https://buchanan.house.gov/email-me,VernBuchanan,vernbuchanan,67106719910
True,R,M,IN,Indiana,8,H,1962-05-31,2011,B001275,N00031227,H0IN08114,Bucshon_Larry_None_None_None,202-225-4636,http://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,RepLarryBucshon,RepLarryBucshon,135670516492974
True,R,M,TX,Texas,26,H,1950-12-23,2003,B001248,N00025219,H2TX26093,Burgess_Michael_C._None_None,202-225-7772,http://burgess.house.gov,http://burgess.house.gov/contact/356345.htm,MichaelCBurgess,michaelcburgessmd,6916472567
