hr5888-113,Congressional tributes
hr5888-113,Government buildings, facilities, and property
hr5888-113,Government operations and politics
hr5888-113,Missouri
hr5888-113,Postal service
hr5861-113,Aquatic ecology
hr5861-113,Dams and canals
hr5861-113,Environmental protection
hr5861-113,Fishes
hr5861-113,Great Lakes
hr5861-113,Illinois
hr5861-113,Indiana
hr5861-113,Lakes and rivers
hr5861-113,Marine and inland water transportation
hr5861-113,Michigan
hr5861-113,Minnesota
hr5861-113,Mississippi River
hr5861-113,New York State
hr5861-113,Ohio
hr5861-113,Pennsylvania
hr5861-113,Water quality
hr5861-113,Water resources funding
hr5861-113,Water storage
hr5861-113,Watersheds
hr5861-113,Wisconsin
hr5855-113,Armed forces and national security
hr5855-113,Conflicts and wars
hr5855-113,Congressional oversight
hr5855-113,Financial crises and stabilization
hr5855-113,Military procurement, research, weapons development
hr5855-113,Military readiness
hr5855-113,Natural disasters
hr5855-113,Strategic materials and reserves
hr5855-113,Terrorism
hr5855-113,Trade restrictions
hr1-113,Accidents
hr1-113,Accounting and auditing
hr1-113,Administrative law and regulatory procedures
hr1-113,Adoption and foster care
hr1-113,Advisory bodies
hr1-113,Air quality
hr1-113,Alternative and renewable resources
hr1-113,Aviation and airports
hr1-113,Bank accounts, deposits, capital
hr1-113,Books and print media
hr1-113,Building construction
hr1-113,Business expenses
hr1-113,Business investment and capital
hr1-113,Capital gains tax
hr1-113,Caribbean area
hr1-113,Charitable contributions
hr1-113,Child care and development
hr1-113,Civil actions and liability
hr1-113,Coal
hr1-113,Competition and antitrust
hr1-113,Contracts and agency
hr1-113,Corporate finance and management
hr1-113,Department of the Treasury
hr1-113,Economic development
hr1-113,Electric power generation and transmission
hr1-113,Employee benefits and pensions
hr1-113,Employee hiring
hr1-113,Employment taxes
hr1-113,Endangered and threatened species
hr1-113,Energy efficiency and conservation
hr1-113,Environmental technology
hr1-113,Farmland
hr1-113,Foreign and international corporations
hr1-113,Foreign labor
hr1-113,Forests, forestry, trees
hr1-113,Gambling
hr1-113,General taxation matters
hr1-113,Government employee pay, benefits, personnel management
hr1-113,Government studies and investigations
hr1-113,Government trust funds
hr1-113,Great Plains
hr1-113,Hazardous wastes and toxic substances
hr1-113,Health care costs and insurance
hr1-113,Health technology, devices, supplies
hr1-113,Higher education
hr1-113,Housing finance and home ownership
hr1-113,Hybrid, electric, and advanced technology vehicles
hr1-113,Income tax credits
hr1-113,Income tax deductions
hr1-113,Income tax exclusion
hr1-113,Income tax rates
hr1-113,Indian social and development programs
hr1-113,Industrial facilities
hr1-113,Inflation and prices
hr1-113,Insurance industry and regulation
hr1-113,Intellectual property
hr1-113,Interest, dividends, interest rates
hr1-113,Internal Revenue Service (IRS)
hr1-113,Judges
hr1-113,Land transfers
hr1-113,Land use and conservation
hr1-113,Lawyers and legal services
hr1-113,Life, casualty, property insurance
hr1-113,Low- and moderate-income housing
hr1-113,Marine and inland water transportation
hr1-113,Marketing and advertising
hr1-113,Medical research
hr1-113,Medicare
hr1-113,Metals
hr1-113,Military personnel and dependents
hr1-113,Mining
hr1-113,Motor fuels
hr1-113,Motor vehicles
hr1-113,Natural disasters
hr1-113,Nuclear power
hr1-113,Oil and gas
hr1-113,Pollution liability
hr1-113,Poverty and welfare assistance
hr1-113,Prescription drugs
hr1-113,Professional sports
hr1-113,Public participation and lobbying
hr1-113,Public utilities and utility rates
hr1-113,Puerto Rico
hr1-113,Railroads
hr1-113,Real estate business
hr1-113,Religion
hr1-113,Research and development
hr1-113,Residential rehabilitation and home repair
hr1-113,Sales and excise taxes
hr1-113,Securities
hr1-113,Self-employed
hr1-113,Separation, divorce, custody, support
hr1-113,Small business
hr1-113,Social security and elderly assistance
hr1-113,State and local taxation
hr1-113,Student aid and college costs
hr1-113,Tax administration and collection, taxpayers
hr1-113,Tax reform and tax simplification
hr1-113,Tax treatment of families
hr1-113,Tax-exempt organizations
hr1-113,Taxation
hr1-113,Taxation of foreign income
hr1-113,Television and film
hr1-113,Transfer and inheritance taxes
hr1-113,Transportation costs
hr1-113,Travel and tourism
hr1-113,U.S. territories and protectorates
hr1-113,Unemployment
hr1-113,Wages and earnings
hr1-113,Water quality
hr1-113,Worker safety and health
hr5842-113,Advisory bodies
hr5842-113,Education
hr5842-113,Education programs funding
hr5842-113,Employment and training programs
hr5842-113,Higher education
hr5842-113,Veterans' education, employment, rehabilitation
hr5842-113,Vocational and technical education
hr5841-113,Crime prevention
hr5841-113,Fraud offenses and financial crimes
hr5841-113,Health
hr5841-113,Health programs administration and funding
hr5841-113,Medicaid
hr5840-113,Chemical and biological weapons
hr5840-113,Elementary and secondary education
hr5840-113,Emergency medical services and trauma care
hr5840-113,Evidence and witnesses
hr5840-113,Health
hr5840-113,Health personnel
hr5840-113,Infectious and parasitic diseases
hr5840-113,Nursing
hr5840-113,School administration
hr5840-113,Terrorism
hr5839-113,Education
hr5839-113,Education of the disadvantaged
hr5839-113,Education programs funding
hr5839-113,Elementary and secondary education
hr5839-113,Higher education
hr5839-113,Language arts
hr5839-113,Racial and ethnic relations
hr5839-113,Science and engineering education
hr5839-113,Special education
hr5839-113,Student aid and college costs
hr5839-113,Teaching, teachers, curricula
hr5838-113,Civil actions and liability
hr5838-113,Correctional facilities and imprisonment
hr5838-113,Crime and law enforcement
hr5838-113,Detention of persons
hr5838-113,Freedom of information
hr5838-113,Intergovernmental relations
hr5838-113,Public contracts and procurement
hr5838-113,State and local government operations
hr5836-113,Animals
hr5836-113,Endangered and threatened species
hr5836-113,Foreign aid and international relief
hr5836-113,Government information and archives
hr5836-113,Government trust funds
hr5836-113,International organizations and cooperation
hr5836-113,Mammals
hr5836-113,Wildlife conservation and habitat protection
hr5835-113,Advisory bodies
