True,R,M,IL,Illinois,18,H,1968-07-05,2015,L000585,N00037031,H6IL18088,LaHood_Darin_None_None_None,202-225-6201,https://lahood.house.gov/,https://lahood.house.gov/contact/email,None,None,None
True,R,M,MS,Mississippi,1,H,1966-03-01,2015,K000388,N00037003,H6MS01131,Kelly_Trent_None_None_None,202-225-4306,https://trentkelly.house.gov,https://trentkelly.house.gov/contact,reptrentkelly,None,reptrentkelly
True,R,M,NY,New York,11,H,1956-11-06,2015,D000625,N00036928,H6NY11174,Donovan_Daniel_M._Jr._None,202-225-3371,https://donovan.house.gov,None,RepDanDonovan,None,867632656644580
True,R,M,NE,Nebraska,j,S,1972-02-22,2015,S001197,N00035544,S4NE00090,Sasse_Benjamin_Eric_None_None,202-224-4224,http://www.sasse.senate.gov,None,SenSasse,None,SenatorSasse
True,R,M,NC,North Carolina,6,H,1969-05-20,2015,W000819,N00035311,H4NC06052,Walker_Mark_None_None_None,202-225-3065,https://walker.house.gov,None,RepMarkWalker,None,RepMarkWalker
True,R,M,SD,South Dakota,j,S,1954-10-24,2015,R000605,N00035187,S4SD00049,Rounds_Mike_None_None_None,202-224-5842,http://www.rounds.senate.gov,None,SenatorRounds,None,SenatorMikeRounds
True,R,M,NC,North Carolina,j,S,1960-08-30,2015,T000476,N00035492,S4NC00162,Tillis_Thom_None_None_None,202-224-6342,http://www.tillis.senate.gov,None,senthomtillis,None,1576257352609470
True,R,F,IA,Iowa,j,S,1970-07-01,2015,E000295,N00035483,S4IA00129,Ernst_Joni_None_None_None,202-224-3254,http://www.ernst.senate.gov,None,SenJoniErnst,None,351671691660938
True,R,M,GA,Georgia,j,S,1949-12-10,2015,P000612,N00035516,S4GA11285,Perdue_David_None_None_None,202-224-3521,http://www.perdue.senate.gov,None,sendavidperdue,None,SenatorDavidPerdue
True,R,M,AK,Alaska,j,S,1964-11-13,2015,S001198,N00035774,S4AK00214,Sullivan_Dan_None_None_None,202-224-3004,http://www.sullivan.senate.gov,None,SenDanSullivan,None,SenDanSullivan
True,R,F,AS,American Samoa,0,H,1947-12-29,2015,R000600,None,H4AS00036,Amata_Aumua_None_None_None,202-225-8577,https://radewagen.house.gov,None,RepAmata,None,1537155909907320
True,R,M,WV,West Virginia,3,H,1960-09-12,2015,J000297,N00035531,H4WV03070,Jenkins_Evan_None_None_None,202-225-3452,https://evanjenkins.house.gov,None,RepEvanJenkins,None,RepEvanJenkins
True,R,M,WV,West Virginia,2,H,1971-06-05,2015,M001195,N00033814,H4WV02080,Mooney_Alex_None_None_None,202-225-2711,https://mooney.house.gov,None,RepAlexMooney,None,CongressmanAlexMooney
True,R,M,WI,Wisconsin,6,H,1955-07-03,2015,G000576,N00036409,H4WI06048,Grothman_Glenn_None_None_None,202-225-2476,http://grothman.house.gov,None,RepGrothman,None,RepGrothman
True,R,M,WA,Washington,4,H,1955-07-10,2015,N000189,N00036403,H4WA04104,Newhouse_Dan_None_None_None,202-225-5816,https://newhouse.house.gov,None,RepNewhouse,None,RepNewhouse
True,D,F,VI,US Virgin Islands,0,H,1964-05-13,2015,P000610,None,H2VI00082,Plaskett_Stacey_None_None_None,202-225-1790,https://plaskett.house.gov,None,staceyplaskett,None,repstaceyplaskett
True,R,F,VA,Virginia,10,H,1959-06-30,2015,C001105,N00036023,H4VA10089,Comstock_Barbara_None_None_None,202-225-5136,https://comstock.house.gov,None,RepComstock,None,RepBarbaraComstock
True,D,M,VA,Virginia,8,H,1950-06-20,2015,B001292,N00036018,H4VA08224,Beyer_Donald_None_None_None,202-225-4376,http://beyer.house.gov,None,repdonbeyer,None,repdonbeyer
True,R,F,UT,Utah,4,H,1975-12-06,2015,L000584,N00033842,H2UT04023,Love_Mia_None_None_None,202-225-3011,https://love.house.gov,None,repmialove,None,repmialove
True,R,M,TX,Texas,36,H,1948-03-23,2015,B001291,N00005736,H6TX02079,Babin_Brian_None_None_None,202-225-1555,http://babin.house.gov,None,RepBrianBabin,None,RepBrianBabin
True,R,M,TX,Texas,23,H,1977-08-19,2015,H001073,N00031417,H0TX23086,Hurd_Will_None_None_None,202-225-4511,https://hurd.house.gov,None,hurdonthehill,None,HurdOnTheHill
True,R,M,TX,Texas,4,H,1965-10-20,2015,R000601,N00035972,H4TX04153,Ratcliffe_John_None_None_None,202-225-6673,https://ratcliffe.house.gov,None,RepRatcliffe,None,RepRatcliffe
True,D,M,PA,Pennsylvania,13,H,1977-02-06,2015,B001296,N00035307,H4PA13199,Boyle_Brendan_None_None_None,202-225-6111,https://boyle.house.gov,None,RepBrendanBoyle,None,CongressmanBoyle
